vehicle_id,trip_id,tyre_id,axle_type,odometer_km,ambient_temp_c,vehicle_speed_kmph,pressure_kpa,temperature_c,load_kg,deformation_mm,tread_depth_mm,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,vibration_rms_g,rotational_speed_rpm,pressure_deviation_pct,temp_rise_rate_c_per_min,load_ratio_pct,load_pressure_ratio,tread_wear_pct,injected_scenario,tyre_health_score,risk_class,dominant_fault
83,3,RRI,drive,40363.1,30.71,65.16,667.04,73.6,1473.2,6.96,14.214,0.0074,-0.0104,1.0432,1.056,-2.154,2073.932,0.026,344.63,-3.19,-0.95,73.66,220.85,21.03,normal,91.47,Healthy,pressure
176,4,RRI,drive,103540.5,24.4,43.79,697.33,57.18,1204.18,9.92,8.232,0.0549,0.0443,1.1483,0.468,-3.099,1390.814,0.0948,233.81,1.21,0.023,60.21,172.68,54.27,normal,100.0,Healthy,none
153,3,FR,steer,14230.6,31.2,70.2,787.13,67.17,2251.42,8.66,16.604,1.1657,-0.1613,1.0459,1.525,-0.272,2186.108,0.6799,364.47,3.84,0.517,66.22,286.03,7.76,vibration_imbalance,88.04,Healthy,vibration
151,2,RRO,drive,30870.8,20.65,32.69,680.53,50.24,1885.79,9.96,14.714,0.0245,0.0259,1.0218,-2.488,-1.446,1041.71,0.0241,173.02,-1.23,0.288,94.29,277.11,18.25,normal,91.99,Healthy,load
84,8,RRI,drive,43028.1,32.77,86.3,684.87,80.57,1503.43,10.09,13.696,-0.0313,0.0389,1.045,-4.452,0.913,2742.706,0.0388,457.2,-0.6,0.912,75.17,219.52,23.91,normal,86.76,Healthy,temperature
39,4,RLO,drive,153917.5,27.08,46.54,657.63,55.28,1568.08,9.23,5.295,0.0466,0.0845,0.9674,-1.619,-1.554,1479.893,0.0588,248.27,-4.55,0.434,78.4,238.45,70.58,normal,91.51,Healthy,pressure
31,6,RRI,drive,130273.3,10.09,35.79,978.38,35.35,1316.49,7.77,2.865,-0.0672,-0.0411,0.9987,0.541,-1.442,1136.089,0.0455,192.92,42.0,-0.157,65.82,134.56,84.08,overinflation,73.97,Watch,pressure
55,7,RLO,drive,253260.7,38.12,0.87,659.01,56.03,1510.42,10.22,0.3,0.0024,0.0085,1.0214,-1.601,-2.262,29.207,0.0134,5.16,-4.35,-0.312,75.52,229.2,98.33,normal,62.62,Watch,tread_wear
201,4,RRO,drive,158793.4,30.23,84.34,632.91,76.44,1775.43,9.92,0.777,-0.0268,0.0191,0.9878,4.77,-1.588,2685.488,0.0203,446.53,-8.14,0.099,88.77,280.52,95.68,normal,62.35,Watch,tread_wear
86,7,RLO,drive,178058.2,29.09,95.6,711.83,83.27,2097.16,8.05,1.682,0.0208,0.0362,0.9522,-2.59,-1.562,3045.787,0.0367,506.97,3.31,0.7,104.86,294.62,90.65,normal,61.09,Watch,load
76,6,RLO,drive,76718.3,15.8,29.82,493.66,66.48,1278.1,3.51,11.726,0.0691,0.0514,1.106,0.227,0.709,946.517,0.0789,157.3,-28.35,1.454,63.91,258.9,34.86,underinflation,60.41,Watch,pressure
69,6,FL,steer,182672.2,27.89,55.63,715.15,66.83,1352.45,11.52,0.48,0.0307,0.0286,0.9972,-2.065,-2.155,1737.44,0.0243,289.41,-5.65,0.717,39.78,189.11,97.34,normal,62.89,Watch,tread_wear
250,5,FL,steer,247101.6,36.41,24.01,755.86,59.67,2644.62,7.48,0.3,-0.0748,-0.0045,1.022,4.201,0.947,752.27,0.0451,126.02,-0.28,1.268,77.78,349.88,98.33,normal,73.27,Watch,tread_wear
55,7,FL,steer,288304.5,21.81,26.47,742.06,46.95,1506.93,11.13,0.3,0.0309,-0.0456,1.0417,-0.909,0.655,822.47,0.0399,136.13,-2.1,1.18,44.32,203.07,98.33,normal,69.98,Watch,tread_wear
131,2,RLI,drive,217834.9,39.95,35.21,718.46,69.62,1371.65,8.83,0.3,0.1337,0.0324,0.9192,1.286,2.556,1118.81,0.0921,188.14,4.28,1.787,68.58,190.92,98.33,normal,68.6,Watch,tread_wear
173,2,RLO,drive,206743.5,19.71,75.86,954.51,65.55,1609.85,7.11,0.3,-0.0195,0.0135,0.9694,2.924,0.578,2413.841,0.0224,404.39,38.54,1.437,80.49,168.66,98.33,overinflation,41.33,Warning,pressure
103,1,RRO,drive,278110.0,35.63,62.6,558.85,106.54,977.53,12.07,0.259,-0.0333,-0.1005,0.9898,3.832,4.485,1990.132,0.0614,334.42,-18.89,0.958,48.88,174.92,98.56,multi_fault,13.75,Critical,pressure
221,6,RRO,drive,117142.7,21.07,42.41,712.75,125.12,1618.53,9.82,7.199,0.0021,0.0112,0.986,-0.532,0.403,1353.405,0.0104,221.93,3.45,8.925,80.93,227.08,60.01,overheating,49.77,Warning,temperature
3,6,RLO,drive,42779.4,25.41,59.65,722.81,58.6,1599.59,9.9,13.424,-0.0293,0.0369,1.0515,-1.349,1.345,1895.633,0.0403,315.33,4.91,0.966,79.98,221.3,25.42,normal,95.85,Healthy,none
250,6,FR,steer,31159.3,19.96,65.28,731.47,55.55,2697.84,6.19,15.427,-0.0079,-0.0324,0.9792,1.638,-2.475,2036.122,0.0227,339.34,-3.5,1.141,79.35,368.82,14.29,normal,93.97,Healthy,pressure
237,2,RLO,drive,74783.9,30.56,39.63,696.14,66.55,1545.46,6.99,9.468,-0.0179,0.0054,0.9292,2.56,-0.726,1260.906,0.0423,210.89,1.04,0.523,77.27,222.0,47.4,normal,96.04,Healthy,none
208,8,RRI,drive,147071.7,21.74,67.11,693.01,64.76,1340.07,7.78,6.087,-0.034,0.041,1.0551,0.855,-0.076,2138.363,0.0443,356.77,0.58,1.676,67.0,193.37,66.18,normal,100.0,Healthy,none
141,4,RLI,drive,252384.6,25.61,70.91,709.08,69.8,1259.74,5.85,0.3,-0.0275,0.0263,0.959,1.405,0.217,2247.23,0.0323,379.1,2.91,2.604,62.99,177.66,98.33,normal,72.06,Watch,tread_wear
237,7,RLI,drive,105086.5,31.67,18.16,713.04,52.67,1678.58,7.92,8.696,0.0328,-0.0312,1.0448,2.131,-1.362,578.279,0.0368,96.91,3.49,1.059,83.93,235.41,51.69,normal,99.28,Healthy,none
116,3,RRO,drive,88259.2,25.11,75.5,698.75,71.16,1252.16,5.5,10.137,-0.049,-0.0147,0.9764,-0.71,-4.364,2403.885,0.0325,397.93,1.41,1.743,62.61,179.2,43.68,normal,99.75,Healthy,none
111,8,RLI,drive,271390.9,30.18,62.96,700.69,72.2,1673.36,9.82,0.3,-0.0514,0.0645,0.967,-1.507,-4.311,2001.321,0.0513,330.93,1.7,1.111,83.67,238.81,98.33,normal,69.92,Watch,tread_wear
21,5,RLO,drive,131732.4,39.64,48.43,658.97,77.39,819.5,5.35,6.343,0.0125,0.0562,0.9839,-1.048,-0.149,1541.295,0.0345,255.51,-4.36,0.759,40.97,124.36,64.76,normal,85.83,Healthy,pressure
17,3,RRI,drive,76415.5,27.45,79.22,634.49,70.98,996.87,8.69,10.811,-0.0008,-0.0118,0.9775,0.897,-1.402,2524.381,0.0147,421.11,-7.91,1.815,49.84,157.11,39.94,normal,88.45,Healthy,pressure
134,8,FL,steer,251350.5,34.53,14.71,761.42,53.33,2107.04,10.4,0.3,-0.0138,0.0269,0.9441,-1.287,-2.142,461.442,0.0367,77.02,0.45,0.611,61.97,276.72,98.33,normal,74.38,Watch,tread_wear
153,1,RRO,drive,75650.5,24.11,71.83,697.02,69.98,1063.26,9.13,11.155,-0.393,-0.5508,1.3278,5.19,-1.167,2286.356,0.4341,382.03,1.16,0.414,53.16,152.54,38.03,vibration_imbalance,95.87,Healthy,none
235,2,RLO,drive,236222.4,30.75,58.65,679.86,66.53,1273.69,15.34,0.3,0.0316,-0.002,1.0775,0.674,0.871,1871.629,0.0483,312.71,-1.33,1.08,63.68,187.35,98.33,normal,72.23,Watch,tread_wear
82,3,RRI,drive,236796.3,28.46,63.66,694.99,69.52,2390.98,8.63,0.3,-0.0509,0.0055,0.9939,-0.823,1.896,2031.025,0.0298,338.52,0.87,1.103,119.55,344.03,98.33,overload,49.45,Warning,tread_wear
8,7,RRO,drive,230725.8,35.31,35.81,682.75,61.38,1219.37,8.63,0.3,-0.0719,0.026,0.8689,-1.148,4.662,1146.341,0.0876,189.71,-0.91,1.209,60.97,178.6,98.33,normal,73.77,Watch,tread_wear
227,1,RLO,drive,209162.4,25.17,67.02,703.16,66.4,1369.26,9.44,0.3,-0.0,-0.0217,1.0053,1.425,1.243,2133.212,0.0129,355.34,2.06,2.014,68.46,194.73,98.33,normal,75.19,Watch,tread_wear
20,5,RRI,drive,121824.5,31.29,73.18,682.09,70.71,1493.56,11.09,3.676,0.0053,-0.0549,0.9637,-0.486,3.413,2327.16,0.0381,388.92,-1.0,1.264,74.68,218.97,79.58,normal,97.63,Healthy,none
130,7,RRO,drive,86057.4,20.49,56.63,707.09,55.08,1488.17,7.29,9.489,-0.0495,-0.003,0.986,2.195,2.482,1798.832,0.0298,301.48,2.63,0.258,74.41,210.46,47.29,normal,100.0,Healthy,none
152,4,RRO,drive,37864.9,28.8,100.0,722.77,88.11,1132.34,5.83,14.586,1.0469,-0.4838,-0.6239,-4.499,3.173,3176.402,1.15,530.33,4.9,1.603,56.62,156.67,18.96,vibration_imbalance,59.99,Warning,vibration
95,7,FR,steer,125526.8,15.34,60.38,759.93,51.06,1958.68,12.4,4.087,-0.0109,0.0529,1.0449,2.752,-0.675,1887.506,0.0406,313.97,0.25,0.742,57.61,257.75,77.29,normal,97.63,Healthy,none
203,1,FR,steer,62115.9,45.5,43.95,765.18,80.64,2019.1,5.67,2.165,0.0151,-0.0049,0.9976,1.979,-2.864,1372.381,0.0093,229.08,0.95,1.083,59.39,263.87,87.97,tread_wear,84.87,Healthy,temperature
210,3,RLO,drive,181514.1,30.6,40.77,745.08,62.42,1587.52,12.41,2.658,0.0464,0.0473,0.9631,-1.165,-0.108,1298.627,0.0438,216.46,8.14,0.653,79.38,213.07,85.23,normal,91.49,Healthy,pressure
29,4,RRI,drive,128950.5,28.31,20.56,731.55,57.43,1369.79,12.19,7.925,0.0052,0.0582,0.9321,1.04,0.088,649.497,0.0517,106.23,6.18,0.624,68.49,187.24,55.97,normal,92.04,Healthy,pressure
85,7,FR,steer,166326.0,18.62,83.33,962.01,70.04,2346.3,11.33,3.009,0.0567,-0.0813,0.9998,-0.275,0.657,2598.241,0.0572,432.89,26.91,0.524,69.01,243.9,83.28,overinflation,77.66,Watch,pressure
18,3,FR,steer,9264.6,22.73,38.98,746.89,51.33,1941.1,6.93,17.276,0.0319,0.0474,1.014,1.665,-1.883,1216.139,0.034,202.44,-1.47,0.991,57.09,259.89,4.02,normal,96.87,Healthy,none
99,7,FR,steer,179260.7,21.12,79.64,778.34,67.55,2369.44,9.03,0.3,-0.1921,1.221,1.7251,3.949,-2.516,2487.643,0.8274,415.15,2.68,0.56,69.69,304.42,98.33,vibration_imbalance,60.85,Watch,tread_wear
78,2,RRI,drive,16657.4,23.24,100.0,726.77,74.65,1496.93,8.53,16.73,0.0209,0.0131,1.0843,-1.814,2.206,3185.498,0.0507,531.35,5.48,1.297,74.85,205.97,7.05,normal,91.36,Healthy,none
243,5,FL,steer,161412.4,36.25,74.51,929.3,81.5,2603.98,13.3,4.415,0.028,0.0127,0.9484,-0.18,-2.361,2326.013,0.0347,386.5,22.6,0.63,76.59,280.21,75.47,overinflation,69.52,Watch,pressure
45,4,RRI,drive,249246.6,32.53,58.94,715.97,73.91,1895.89,7.65,0.3,-0.3028,-0.2168,0.9129,2.039,5.605,1875.872,0.2208,308.52,3.91,0.322,94.79,264.8,98.33,vibration_imbalance,61.56,Watch,tread_wear
217,1,FR,steer,89251.1,13.56,48.05,760.61,46.65,3128.21,11.84,9.918,0.0055,0.0357,0.9579,-0.793,-3.442,1501.266,0.032,250.66,0.34,1.387,92.01,411.27,44.9,normal,96.79,Healthy,none
30,4,FL,steer,69073.1,29.97,100.0,749.78,84.51,2331.08,23.75,10.193,0.0763,-0.0892,0.8853,0.463,1.607,3113.183,0.0948,518.72,-1.08,0.947,68.56,310.9,43.37,deformation_bulge,82.05,Healthy,temperature
101,2,FL,steer,7540.9,21.53,76.96,755.94,70.86,2046.17,10.58,17.113,-0.051,0.0042,0.9622,2.482,-0.046,2398.025,0.0367,400.47,-0.27,-0.47,60.18,270.68,4.93,normal,100.0,Healthy,none
72,8,FL,steer,57213.2,25.38,38.28,759.65,59.44,2013.66,5.85,12.949,0.0475,0.0428,1.0744,-0.257,-0.727,1189.318,0.0566,198.87,0.22,0.325,59.23,265.08,28.06,normal,100.0,Healthy,none
10,4,RRO,drive,20939.2,38.1,28.75,685.71,70.06,639.73,10.03,16.055,-0.0658,-0.0061,0.9859,1.904,-1.27,914.888,0.039,154.81,-0.48,0.525,31.99,93.29,10.8,normal,99.82,Healthy,none
202,3,RLO,drive,266090.6,27.36,63.62,666.7,63.67,1110.93,9.15,0.3,0.0364,-0.004,0.8887,1.506,1.749,2023.049,0.0676,336.88,-3.24,0.687,55.55,166.63,98.33,normal,68.31,Watch,tread_wear
183,1,RLO,drive,178436.1,21.36,86.31,467.57,96.56,1034.81,6.5,0.609,-0.058,-0.1253,0.96,-3.24,0.061,2746.305,0.083,460.2,-32.14,1.636,51.74,221.31,96.61,underinflation,12.67,Critical,pressure
187,3,RRO,drive,175357.6,27.17,100.0,707.39,83.67,1187.29,7.19,0.3,-0.0443,0.0208,1.0487,3.662,0.646,3183.292,0.0399,531.65,2.67,-0.294,59.36,167.84,98.33,normal,61.92,Watch,tread_wear
119,6,FR,steer,299401.7,28.06,90.8,778.42,81.5,3165.06,6.35,0.3,0.0758,-0.0087,0.9971,-0.834,-0.086,2833.223,0.0441,472.92,2.69,1.024,93.09,406.6,98.33,normal,55.84,Warning,tread_wear
111,5,RRI,drive,266109.5,15.09,74.12,694.46,61.36,1106.06,12.24,0.3,0.0393,-0.0171,1.0448,2.767,-1.114,2360.847,0.0358,394.42,0.79,0.815,55.3,159.27,98.33,normal,75.62,Watch,tread_wear
200,8,RRO,drive,296030.2,36.16,56.54,731.51,75.98,1186.3,6.67,0.3,-0.0323,0.0005,0.9821,-1.316,-3.484,1797.8,0.0213,298.14,6.17,1.435,59.31,162.17,98.33,normal,64.84,Watch,tread_wear
123,1,FR,steer,87241.6,30.62,31.19,800.05,60.82,3581.32,8.56,9.514,-0.0323,0.028,1.0048,-1.003,-0.566,969.645,0.0249,160.98,5.55,0.803,105.33,447.64,47.14,normal,82.43,Healthy,load
102,8,FL,steer,243253.4,18.47,100.0,782.41,68.91,2682.68,7.58,0.3,-0.0365,-0.0262,1.0441,-2.97,3.308,3122.457,0.0363,520.93,3.22,1.407,78.9,342.88,98.33,normal,73.27,Watch,tread_wear
228,6,FL,steer,86945.6,26.51,44.13,743.68,56.45,3087.92,8.09,9.014,-0.009,0.0115,1.0603,-2.782,0.243,1378.221,0.0358,227.59,-1.89,1.671,90.82,415.22,49.92,normal,96.67,Healthy,none
218,7,RLO,drive,297861.6,39.68,46.76,660.5,73.48,1677.78,13.74,0.3,0.0408,-0.0585,0.9645,2.205,0.305,1488.07,0.046,246.88,-4.14,0.741,83.89,254.02,98.33,normal,64.89,Watch,tread_wear
80,3,FL,steer,83171.1,21.9,84.3,752.98,71.66,2589.15,8.2,10.184,0.0376,0.0406,0.9708,1.255,-0.24,2632.323,0.0361,436.13,-0.66,0.665,76.15,343.85,43.42,normal,90.45,Healthy,none
27,3,RLO,drive,240070.3,35.94,18.28,686.73,62.67,2502.61,9.37,0.3,-0.0712,0.0571,1.0142,-2.887,-1.967,580.255,0.0533,96.92,-0.33,1.981,125.13,364.43,98.33,overload,45.85,Warning,load
94,8,RRO,drive,277420.6,29.0,69.66,644.01,71.85,1686.04,11.26,0.3,0.004,-0.0539,1.0136,2.25,1.466,2217.027,0.0322,370.38,-6.53,0.785,84.3,261.8,98.33,normal,63.8,Watch,tread_wear
72,6,RRO,drive,152865.8,26.26,79.4,912.68,68.54,1472.86,6.83,2.533,-0.0718,-0.0302,0.9888,1.516,-1.908,2530.649,0.0454,423.69,32.46,0.596,73.64,161.38,85.93,overinflation,69.18,Watch,pressure
117,8,RRI,drive,31849.3,26.77,29.4,683.01,57.05,1428.7,10.3,15.25,0.0269,-0.0535,0.9872,0.679,0.883,936.556,0.0354,156.73,-0.87,0.8,71.44,209.18,15.28,normal,95.25,Healthy,none
96,3,RRI,drive,152053.9,13.38,25.21,549.48,57.09,1676.97,8.73,2.191,-0.006,0.0159,1.0423,-1.414,-3.134,797.966,0.0263,135.37,-20.25,0.359,83.85,305.19,87.83,underinflation,58.61,Warning,pressure
22,5,FR,steer,286502.9,37.42,37.48,719.39,72.6,1998.94,5.2,0.3,-0.0201,-0.031,1.0062,0.178,1.753,1165.058,0.0216,194.65,-5.09,0.597,58.79,277.86,98.33,normal,63.35,Watch,tread_wear
92,1,RRI,drive,22875.8,32.86,100.0,713.59,85.2,1640.04,9.4,14.833,-0.0256,0.1187,1.0498,-0.218,-2.071,3181.362,0.0758,530.0,3.57,0.459,82.0,229.83,17.59,normal,83.57,Healthy,temperature
47,7,FL,steer,60537.1,32.73,70.53,753.64,73.44,2298.91,9.39,12.275,0.0538,0.0499,0.9304,2.938,-1.062,2196.268,0.0584,365.22,-0.58,1.727,67.62,305.04,31.8,normal,96.91,Healthy,none
42,7,RLI,drive,262475.9,25.49,74.09,659.39,73.09,1338.66,5.25,0.3,0.0464,0.0309,1.0034,-2.301,-0.821,2355.423,0.0323,392.49,-4.3,0.127,66.93,203.01,98.33,normal,62.25,Watch,tread_wear
213,6,RLI,drive,231432.2,27.43,32.84,686.41,60.83,2097.88,6.3,0.3,0.0451,-0.0637,1.0307,-0.199,2.974,1045.599,0.0484,174.92,-0.38,1.586,104.89,305.63,98.33,normal,59.11,Warning,tread_wear
107,3,RLO,drive,128228.5,23.37,56.01,447.24,89.99,1325.61,11.41,6.773,0.0049,0.0281,0.9807,-2.12,1.276,1784.684,0.0199,297.6,-35.09,0.872,66.28,296.4,62.37,underinflation,42.46,Warning,pressure
124,3,RLI,drive,194732.5,36.02,82.97,664.75,82.99,1556.24,6.59,0.3,-0.0083,0.0054,1.1184,0.793,0.543,2642.531,0.0686,441.16,-3.52,1.174,77.81,234.11,98.33,normal,57.59,Warning,tread_wear
250,4,RRO,drive,66098.8,23.31,85.05,659.45,66.81,1196.45,8.96,12.142,-0.0127,-0.02,0.9579,0.363,3.654,2711.655,0.0279,452.34,-4.29,0.899,59.82,181.43,32.54,normal,94.31,Healthy,pressure
175,8,RRI,drive,186395.9,23.09,61.54,695.47,64.63,1531.44,6.0,0.3,-0.0786,-0.079,1.0865,0.336,0.246,1959.627,0.0814,328.69,0.94,0.499,76.57,220.2,98.33,normal,73.8,Watch,tread_wear
57,3,FR,steer,97501.1,21.51,68.11,745.61,61.49,2482.52,9.49,9.945,-0.0699,0.0119,1.013,-0.447,0.349,2124.905,0.0416,352.37,-1.63,1.082,73.02,332.95,44.75,normal,98.46,Healthy,none
73,8,FR,steer,90104.0,26.55,100.0,755.9,78.23,2741.29,12.64,1.4,-0.0085,-0.0151,1.0196,-3.092,0.4,3123.454,0.0151,520.31,-0.28,1.921,80.63,362.65,92.22,tread_wear,78.46,Watch,tread_wear
114,3,RLI,drive,109070.9,25.84,21.38,895.67,51.72,1366.63,7.38,8.149,0.0014,0.04,0.8978,1.857,-1.889,678.812,0.0634,113.62,30.0,0.927,68.33,152.58,54.73,overinflation,72.01,Watch,pressure
230,6,RLO,drive,110413.6,42.82,36.66,698.82,121.45,1769.94,5.04,6.12,0.031,0.0175,0.9747,4.431,1.465,1172.989,0.0252,193.61,1.42,5.791,88.5,253.28,66.0,overheating,60.5,Watch,temperature
157,5,RLO,drive,151923.3,27.06,42.4,674.62,61.48,1679.41,5.81,1.304,0.0916,0.0642,1.0069,0.326,3.958,1354.882,0.0647,226.51,-2.09,1.043,83.97,248.94,92.76,normal,79.83,Watch,tread_wear
77,5,FL,steer,94533.1,45.71,49.47,748.66,81.08,2750.74,11.43,8.488,0.0287,-0.0089,0.995,0.756,-1.079,1546.899,0.0176,260.0,-1.23,0.722,80.9,367.42,52.84,normal,90.98,Healthy,temperature
201,5,RRI,drive,267021.9,34.29,69.17,664.56,72.78,1532.19,9.48,0.3,-0.0339,-0.0395,0.9682,-2.951,-0.582,2200.975,0.0352,367.52,-3.55,0.367,76.61,230.56,98.33,normal,63.68,Watch,tread_wear
118,8,FR,steer,144168.5,38.89,68.17,795.8,81.91,2390.67,6.48,2.845,-0.0625,0.034,0.9764,0.204,1.614,2125.855,0.0433,356.25,4.99,0.75,70.31,300.41,84.19,normal,85.44,Healthy,temperature
138,7,RLI,drive,230241.7,18.77,75.12,695.1,64.18,1367.59,11.48,0.3,-0.0309,-0.0415,1.002,-1.334,0.576,2392.24,0.0299,397.85,0.89,0.755,68.38,196.75,98.33,normal,70.8,Watch,tread_wear
145,7,RLI,drive,87970.2,29.24,96.89,678.09,80.07,1367.29,6.32,10.577,0.0376,-0.032,1.02,1.58,-2.576,3084.316,0.0308,515.53,-1.58,1.271,68.36,201.64,41.24,normal,85.65,Healthy,temperature
178,3,RLI,drive,261559.7,18.98,49.92,725.55,52.32,599.01,9.78,0.3,-0.0593,-0.0771,1.032,-0.995,-0.27,1592.883,0.0591,263.62,5.31,1.064,29.95,82.56,98.33,normal,66.94,Watch,tread_wear
72,2,RRO,drive,71328.4,20.04,51.63,549.48,70.33,1461.25,8.68,11.666,0.0194,-0.0203,1.0338,-0.252,-3.416,1645.533,0.0254,273.67,-20.25,1.183,73.06,265.94,35.19,underinflation,65.05,Watch,pressure
74,1,RRO,drive,43965.9,32.95,44.09,663.22,124.7,1650.13,5.36,13.577,0.0097,0.0455,1.0032,-0.9,1.835,1402.387,0.0269,235.54,-3.74,10.293,82.51,248.81,24.57,overheating,42.9,Warning,temperature
178,8,RLI,drive,153627.0,21.03,65.83,464.49,93.04,1679.08,9.31,2.828,-0.0589,-0.0774,0.9755,1.784,1.561,2097.26,0.0579,349.44,-32.59,0.428,83.95,361.49,84.29,underinflation,37.03,Critical,pressure
143,5,FR,steer,64355.4,14.64,65.13,717.5,57.41,1739.56,10.51,11.382,0.0194,-0.0568,0.959,-0.586,1.558,2028.46,0.042,338.25,-5.34,-0.018,51.16,242.45,36.77,normal,91.62,Healthy,pressure
85,7,RLO,drive,269927.3,31.27,75.02,681.77,76.16,1547.34,14.37,0.3,0.0212,-0.1087,0.9825,-0.424,-1.035,2382.876,0.0647,397.82,-1.05,0.261,77.37,226.96,98.33,normal,66.97,Watch,tread_wear
89,3,RLI,drive,12765.0,38.2,49.41,868.76,75.55,1590.18,10.44,16.766,0.0165,0.0287,0.9292,0.779,1.262,1575.374,0.0451,264.84,26.09,0.946,79.51,183.04,6.86,overinflation,73.83,Watch,pressure
91,2,RRO,drive,256609.0,38.11,52.07,657.24,67.89,1431.81,7.5,0.3,0.0173,0.06,1.0162,0.975,1.819,1654.624,0.0372,276.74,-4.61,1.34,71.59,217.85,98.33,normal,69.4,Watch,tread_wear
248,4,RLO,drive,133865.0,41.08,49.42,728.88,75.39,1892.16,11.46,5.279,-1.4547,-1.8002,1.2961,0.277,-3.752,1574.332,1.3471,261.68,5.79,0.579,94.61,259.6,70.67,vibration_imbalance,64.63,Watch,vibration
31,4,RRO,drive,275907.7,27.81,41.48,627.6,56.62,1567.01,6.71,0.3,-0.0664,-0.0591,0.9188,0.433,1.36,1323.598,0.0695,220.97,-8.91,0.877,78.35,249.68,98.33,normal,55.1,Warning,tread_wear
160,2,FR,steer,163441.0,18.18,92.16,774.35,64.71,2637.43,9.09,2.098,-0.0491,0.0047,1.0051,0.837,-2.038,2872.841,0.0286,480.21,2.16,0.739,77.57,340.6,88.35,normal,90.53,Healthy,tread_wear
128,6,RLI,drive,233592.9,20.07,67.09,686.87,59.83,1643.38,10.01,0.3,-0.0373,0.0525,1.0391,-0.329,-0.485,2137.279,0.0435,356.77,-0.31,0.762,82.17,239.26,98.33,normal,72.67,Watch,tread_wear
4,2,RLI,drive,214231.2,35.16,58.63,694.53,77.37,1258.99,7.86,0.3,-0.0997,0.0131,1.0075,-0.154,0.57,1862.42,0.0582,310.8,0.8,1.431,62.95,181.27,98.33,normal,68.75,Watch,tread_wear
134,8,FL,steer,3930.6,27.66,30.57,724.85,55.04,2437.87,10.1,17.301,0.0187,0.0459,1.0031,1.118,1.684,954.912,0.0287,157.79,-4.37,0.677,71.7,336.33,3.88,normal,95.26,Healthy,pressure
117,8,RRO,drive,137239.5,21.46,49.68,702.82,58.98,1466.3,8.63,5.112,0.0518,-0.0774,1.0339,0.302,-1.03,1591.102,0.0572,262.02,2.01,0.484,73.32,208.63,71.6,normal,96.89,Healthy,none
142,2,FR,steer,165031.8,37.13,69.22,802.42,80.98,1914.99,8.35,0.3,-0.02,0.0178,1.0274,-0.001,-3.534,2157.935,0.0221,359.84,5.86,0.26,56.32,238.65,98.33,normal,58.41,Warning,tread_wear
141,6,RRO,drive,244524.9,33.68,49.77,675.02,70.71,1037.36,11.77,0.3,0.0164,-0.0542,1.0458,0.983,-1.402,1584.109,0.042,261.86,-2.03,0.538,51.87,153.68,98.33,normal,66.4,Watch,tread_wear
42,3,RRI,drive,271159.1,33.42,92.1,667.27,83.74,715.7,11.12,0.3,0.1043,-0.06,0.9957,1.266,-2.105,2928.484,0.0695,488.03,-3.15,1.086,35.79,107.26,98.33,normal,55.31,Warning,tread_wear
131,3,RLO,drive,291887.9,40.46,25.8,696.29,65.33,1229.16,10.64,0.3,-0.048,-0.0315,1.0667,-2.269,-0.848,826.276,0.0508,137.59,1.06,0.584,61.46,176.53,98.33,normal,73.66,Watch,tread_wear
177,1,RLI,drive,292026.0,40.69,35.02,647.04,74.7,1153.85,6.58,0.3,-0.0253,0.0264,1.0575,1.881,0.215,1114.489,0.0394,185.25,-6.09,1.136,57.69,178.33,98.33,normal,60.39,Watch,tread_wear
197,6,RLO,drive,5705.6,14.3,72.67,678.93,54.33,1196.37,8.02,17.393,-0.0569,-0.0331,0.944,2.915,-1.651,2313.275,0.0499,386.0,-1.46,0.843,59.82,176.21,3.37,normal,99.09,Healthy,none
213,6,FL,steer,79475.5,19.3,43.93,1040.69,57.6,2697.09,7.34,10.137,-0.0492,-0.0815,0.9977,1.65,0.667,1371.707,0.055,227.63,37.29,1.644,79.33,259.16,43.68,overinflation,74.03,Watch,pressure
152,3,RLI,drive,237599.1,31.5,39.68,691.41,62.08,1398.2,6.86,0.3,-0.0624,0.0347,1.0134,-2.606,0.018,1261.677,0.042,212.21,0.35,-0.146,69.91,202.22,98.33,normal,72.46,Watch,tread_wear
163,6,RRI,drive,38042.5,31.35,56.54,686.0,68.15,1281.02,9.73,13.637,0.3244,0.4055,1.8245,-3.56,-7.374,1800.059,0.5626,300.73,-0.44,1.068,64.05,186.74,24.24,vibration_imbalance,97.02,Healthy,vibration
230,7,FR,steer,186968.2,39.87,18.78,776.28,62.83,3394.19,4.54,0.3,-0.0372,-0.0494,0.9323,0.199,1.764,580.426,0.0529,96.0,2.41,2.516,99.83,437.24,98.33,normal,60.19,Watch,tread_wear
54,2,RRI,drive,149268.9,40.78,38.57,711.47,72.39,1835.41,7.66,4.14,0.0026,0.0134,0.9955,-0.356,0.083,1220.983,0.0083,204.18,3.26,0.669,91.77,257.98,77.0,normal,91.46,Healthy,none
38,6,FR,steer,259917.3,22.9,86.24,779.45,77.82,2359.79,7.8,0.3,-0.009,-0.028,1.0868,2.204,2.623,2690.35,0.0529,448.48,2.83,0.474,69.41,302.75,98.33,normal,64.68,Watch,tread_wear
